Country_ID,Country_Name
185,Spain
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
217,United States
603,United Kingdom
195,Sudan
603,United Kingdom
603,United Kingdom
185,Spain
603,United Kingdom
603,United Kingdom
136,Morocco
603,United Kingdom
110,Lebanon
110,Lebanon
603,United Kingdom
217,United States
217,United States
217,United States
217,United States
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
217,United States
603,United Kingdom
69,France
69,France
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
362,West Germany (FRG)
362,West Germany (FRG)
78,Greece
21,Belgium
603,United Kingdom
603,United Kingdom
11,Argentina
603,United Kingdom
217,United States
11,Argentina
11,Argentina
217,United States
217,United States
603,United Kingdom
11,Argentina
11,Argentina
11,Argentina
603,United Kingdom
11,Argentina
69,France
69,France
11,Argentina
11,Argentina
98,Italy
98,Italy
603,United Kingdom
11,Argentina
53,Cyprus
98,Italy
53,Cyprus
53,Cyprus
217,United States
603,United Kingdom
98,Italy
110,Lebanon
603,United Kingdom
11,Argentina
603,United Kingdom
138,Myanmar
110,Lebanon
217,United States
11,Argentina
78,Greece
603,United Kingdom
362,West Germany (FRG)
217,United States
217,United States
11,Argentina
101,Japan
11,Argentina
98,Italy
603,United Kingdom
603,United Kingdom
61,El Salvador
110,Lebanon
603,United Kingdom
11,Argentina
11,Argentina
110,Lebanon
185,Spain
4,Afghanistan
217,United States
11,Argentina
185,Spain
185,Spain
110,Lebanon
603,United Kingdom
603,United Kingdom
130,Mexico
603,United Kingdom
136,Morocco
603,United Kingdom
78,Greece
78,Greece
217,United States
58,Dominican Republic
603,United Kingdom
603,United Kingdom
78,Greece
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
30,Brazil
217,United States
603,United Kingdom
222,Venezuela
217,United States
11,Argentina
603,United Kingdom
603,United Kingdom
11,Argentina
11,Argentina
11,Argentina
11,Argentina
11,Argentina
69,France
603,United Kingdom
603,United Kingdom
78,Greece
603,United Kingdom
603,United Kingdom
45,Colombia
603,United Kingdom
603,United Kingdom
94,Iran
603,United Kingdom
603,United Kingdom
217,United States
185,Spain
603,United Kingdom
603,United Kingdom
362,West Germany (FRG)
362,West Germany (FRG)
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
185,Spain
217,United States
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
69,France
11,Argentina
603,United Kingdom
185,Spain
185,Spain
185,Spain
217,United States
603,United Kingdom
159,Peru
603,United Kingdom
11,Argentina
603,United Kingdom
11,Argentina
603,United Kingdom
362,West Germany (FRG)
362,West Germany (FRG)
11,Argentina
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
217,United States
603,United Kingdom
603,United Kingdom
142,Netherlands
603,United Kingdom
159,Peru
159,Peru
603,United Kingdom
217,United States
11,Argentina
43,Chile
88,Honduras
43,Chile
362,West Germany (FRG)
69,France
235,Yugoslavia
362,West Germany (FRG)
78,Greece
603,United Kingdom
362,West Germany (FRG)
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
59,Ecuador
43,Chile
43,Chile
144,New Zealand
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
603,United Kingdom
11,Argentina
603,United Kingdom
43,Chile
